type,precision,recall,f1-score,support,mis_from_top5,mis_to_top5
genre,1.0,0.5,0.6666666666666666,2.0,[],"[('title', 1)]"
grades,0.0,0.0,0.0,0.0,"[('position', 1)]",[]
id,0.0,0.0,0.0,0.0,"[('description', 1)]",[]
isbn,1.0,1.0,1.0,2.0,[],[]
jockey,0.0,0.0,0.0,1.0,[],"[('person', 1)]"
language,1.0,0.6666666666666666,0.8,3.0,[],"[('nationality', 1)]"
location,0.5230769230769231,0.7727272727272727,0.6238532110091743,44.0,"[('city', 9), ('team', 7), ('region', 3), ('club', 3), ('state', 2)]","[('category', 3), ('description', 3), ('team', 2), ('type', 1), ('city', 1)]"
manufacturer,0.0,0.0,0.0,2.0,[],"[('company', 2)]"
name,0.8394160583941606,0.7278481012658228,0.7796610169491526,158.0,"[('company', 6), ('description', 5), ('category', 3), ('artist', 3), ('rank', 3)]","[('company', 8), ('description', 7), ('title', 6), ('artist', 6), ('song', 3)]"
nationality,0.0,0.0,0.0,0.0,"[('language', 1)]",[]
notes,0.5,0.3333333333333333,0.4,9.0,"[('description', 2), ('owner', 1)]","[('description', 2), ('person', 1), ('update', 1), ('venue', 1), ('card', 1)]"
operator,0.0,0.0,0.0,2.0,[],"[('company', 1), ('owner', 1)]"
organisation,0.0,0.0,0.0,0.0,"[('affiliation', 1)]",[]
origin,0.0,0.0,0.0,1.0,[],"[('description', 1)]"
outcome,0.0,0.0,0.0,0.0,"[('name', 1)]",[]
owner,0.0,0.0,0.0,3.0,"[('description', 3), ('code', 1), ('operator', 1)]","[('person', 2), ('notes', 1)]"
person,0.0,0.0,0.0,0.0,"[('owner', 2), ('notes', 1), ('name', 1), ('jockey', 1)]",[]
player,0.0,0.0,0.0,0.0,"[('position', 1)]",[]
plays,0.0,0.0,0.0,2.0,[],"[('result', 1), ('rank', 1)]"
points,0.0,0.0,0.0,0.0,"[('position', 1)]",[]
position,0.7142857142857143,0.20833333333333334,0.3225806451612903,24.0,"[('class', 2)]","[('range', 6), ('weight', 6), ('rank', 3), ('points', 1), ('grades', 1)]"
product,0.0,0.0,0.0,1.0,[],"[('code', 1)]"
program,0.0,0.0,0.0,0.0,"[('description', 1)]",[]
publisher,0.0,0.0,0.0,3.0,[],"[('company', 2), ('teamName', 1)]"
quarter,0.0,0.0,0.0,0.0,"[('type', 1)]",[]
range,0.0,0.0,0.0,1.0,"[('position', 6)]","[('description', 1)]"
rank,0.68,0.6071428571428571,0.6415094339622641,56.0,"[('position', 3), ('category', 3), ('name', 2), ('age', 2), ('type', 1)]","[('weight', 4), ('result', 3), ('name', 3), ('age', 3), ('team', 2)]"
ranking,0.0,0.0,0.0,0.0,"[('rank', 2)]",[]
rating,0.0,0.0,0.0,0.0,"[('rank', 2)]",[]
region,0.0,0.0,0.0,4.0,[],"[('location', 3), ('country', 1)]"
resources,0.0,0.0,0.0,0.0,"[('description', 1)]",[]
result,0.7037037037037037,0.76,0.7307692307692307,25.0,"[('rank', 3), ('status', 2), ('plays', 1), ('type', 1), ('category', 1)]","[('status', 2), ('description', 2), ('type', 1), ('team', 1)]"
sex,1.0,0.125,0.2222222222222222,8.0,[],"[('gender', 7)]"
song,0.0,0.0,0.0,0.0,"[('name', 3)]",[]
state,0.8620689655172413,0.9615384615384616,0.9090909090909091,78.0,"[('club', 7), ('teamName', 1), ('team', 1), ('description', 1), ('name', 1)]","[('location', 2), ('district', 1)]"
status,0.8043478260869565,0.8222222222222222,0.8131868131868132,45.0,"[('type', 4), ('result', 2), ('class', 2), ('category', 1)]","[('category', 3), ('result', 2), ('rank', 1), ('type', 1), ('description', 1)]"
symbol,0.9375,0.7894736842105263,0.8571428571428571,19.0,"[('type', 1)]","[('code', 2), ('brand', 2)]"
task,0.0,0.0,0.0,0.0,"[('type', 1)]",[]
team,0.3269230769230769,0.4722222222222222,0.38636363636363635,36.0,"[('club', 18), ('type', 5), ('rank', 2), ('code', 2), ('location', 2)]","[('location', 7), ('country', 4), ('teamName', 3), ('category', 2), ('city', 1)]"
teamName,0.0,0.0,0.0,2.0,"[('team', 3), ('publisher', 1), ('name', 1)]","[('state', 1), ('team', 1)]"
title,0.0,0.0,0.0,0.0,"[('name', 6), ('genre', 1)]",[]
tournament,0.0,0.0,0.0,0.0,"[('name', 2)]",[]
type,0.6666666666666666,0.3111111111111111,0.42424242424242425,45.0,"[('class', 2), ('location', 1), ('result', 1), ('description', 1), ('duration', 1)]","[('description', 7), ('team', 5), ('status', 4), ('category', 3), ('elevation', 1)]"
update,0.0,0.0,0.0,0.0,"[('notes', 1)]",[]
venue,0.0,0.0,0.0,0.0,"[('notes', 1)]",[]
weight,0.7105263157894737,0.8571428571428571,0.7769784172661871,63.0,"[('age', 11), ('position', 6), ('rank', 4), ('category', 1)]","[('age', 9)]"
year,0.8,0.8,0.8,50.0,"[('description', 8), ('code', 1), ('class', 1)]","[('class', 4), ('birthDate', 2), ('rank', 1), ('date', 1), ('description', 1)]"
